S&S_Title	Wikidata_ID	Director	Director_gender	Screenwriter	Screenwriter_gender	Original_Title	English_Title	IMDb ID	Genre	RT_Score(%)	IMDb_Rating	Language	Silent	Actors	Runtime(min)	Rated	Country	Year	2022_Poll	2012_Poll	Position_2022	Position_2012	OMDb
Touki Bouki	Q3310901	Djibril Diop Mambéty	male	Djibril Diop Mambéty	male	Touki Bouki	Journey of the Hyena	tt0070820	Drama	86	7.0	Wolof, Arabic, French	false	Magaye Niang, Myriam Niang, Christoph Colomb	85	Not Rated	Senegal	1973	true	true	66	93	"{""Title"":""Journey of the Hyena"",""Year"":""1973"",""Rated"":""Not Rated"",""Released"":""21 Oct 1976"",""Runtime"":""85 min"",""Genre"":""Drama"",""Director"":""Djibril Diop Mambéty"",""Writer"":""Djibril Diop Mambéty"",""Actors"":""Magaye Niang, Myriam Niang, Christoph Colomb"",""Plot"":""Mory, a cowherd, and Anta, a university student, try to make money in order to go to Paris and leave their boring past behind."",""Language"":""Wolof, Arabic, French"",""Country"":""Senegal"",""Awards"":""2 wins & 1 nomination"",""Poster"":""https://m.media-amazon.com/images/M/MV5BN2ExYmM2NjktODBkYy00NTdmLWI4OTEtMGNiYmE3NzY3ZjM0XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""86%""}],""Metascore"":""N/A"",""imdbRating"":""7.0"",""imdbVotes"":""3,355"",""imdbID"":""tt0070820"",""Type"":""movie"",""DVD"":""06 Sep 2005"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
La maman et la putain	Q2547714	Jean Eustache	male	Jean Eustache	male	La Maman et la Putain	The Mother and the Whore	tt0070359	Drama, Romance	96	7.8	French	false	Bernadette Lafont, Jean-Pierre Léaud, Françoise Lebrun	210	N/A	France	1973	false	true		59	"{""Title"":""The Mother and the Whore"",""Year"":""1973"",""Rated"":""N/A"",""Released"":""17 May 1973"",""Runtime"":""210 min"",""Genre"":""Drama, Romance"",""Director"":""Jean Eustache"",""Writer"":""Jean Eustache"",""Actors"":""Bernadette Lafont, Jean-Pierre Léaud, Françoise Lebrun"",""Plot"":""The chauvinist Alexandre balances relationships with several women, including the maternal Marie and the sexually liberated Veronika, in the post-1968 intellectual scene of Paris."",""Language"":""French"",""Country"":""France"",""Awards"":""3 wins & 1 nomination"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZTEyOTBhMTAtNTFmYi00YmI5LTk2NWQtZDNjZWQ1NzQzMWQzXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.8/10""},{""Source"":""Rotten Tomatoes"",""Value"":""96%""}],""Metascore"":""N/A"",""imdbRating"":""7.8"",""imdbVotes"":""5,846"",""imdbID"":""tt0070359"",""Type"":""movie"",""DVD"":""N/A"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Céline and Julie Go Boating	Q734672	Jacques Rivette	male	Jacques Rivette&Eduardo de Gregorio&Juliet Berto&Bulle Ogier&Marie-France Pisier	male&male&female&female&female	Céline et Julie vont en bateau	Celine and Julie Go Boating	tt0071381	Comedy, Drama, Fantasy	97	7.3	French	false	Juliet Berto, Dominique Labourier, Bulle Ogier	193	Unrated	France	1974	true	false	78		"{""Title"":""Celine and Julie Go Boating"",""Year"":""1974"",""Rated"":""Unrated"",""Released"":""18 Sep 1974"",""Runtime"":""193 min"",""Genre"":""Comedy, Drama, Fantasy"",""Director"":""Jacques Rivette"",""Writer"":""Juliet Berto, Dominique Labourier, Bulle Ogier"",""Actors"":""Juliet Berto, Dominique Labourier, Bulle Ogier"",""Plot"":""A mysteriously linked pair of young women find their daily lives preempted by a strange boudoir melodrama that plays itself out in a hallucinatory parallel reality."",""Language"":""French"",""Country"":""France"",""Awards"":""1 win"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYzg0NzljOWMtMGY5Mi00NmU2LWIzNzktZDE3YzNlZWMwZWFkXkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.3/10""},{""Source"":""Rotten Tomatoes"",""Value"":""97%""}],""Metascore"":""N/A"",""imdbRating"":""7.3"",""imdbVotes"":""5,698"",""imdbID"":""tt0071381"",""Type"":""movie"",""DVD"":""N/A"",""BoxOffice"":""$31,452"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Fear Eats the Soul	Q543810	Rainer Werner Fassbinder	male	Rainer Werner Fassbinder	male	Angst essen Seele auf	Ali: Fear Eats the Soul	tt0071141	Drama, Romance	100	8.0	German, Arabic	false	Brigitte Mira, El Hedi ben Salem, Barbara Valentin	92	Not Rated	West Germany	1974	true	true	52	93	"{""Title"":""Ali: Fear Eats the Soul"",""Year"":""1974"",""Rated"":""Not Rated"",""Released"":""31 Oct 1974"",""Runtime"":""92 min"",""Genre"":""Drama, Romance"",""Director"":""Rainer Werner Fassbinder"",""Writer"":""Rainer Werner Fassbinder"",""Actors"":""Brigitte Mira, El Hedi ben Salem, Barbara Valentin"",""Plot"":""A lonely widow meets a much younger Arab worker in a bar during a rainstorm. They fall in love, to their own surprise and to the outright shock of their families, colleagues, and drinking buddies."",""Language"":""German, Arabic"",""Country"":""West Germany"",""Awards"":""4 wins & 1 nomination"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMTQ5YzM4MGMtYzIwZS00MjliLTg5NDUtZTUxYjJhNTI1NDU3XkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""}],""Metascore"":""N/A"",""imdbRating"":""8.0"",""imdbVotes"":""21,786"",""imdbID"":""tt0071141"",""Type"":""movie"",""DVD"":""24 Jun 2003"",""BoxOffice"":""$8,144"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Godfather Part II	Q184768	Francis Ford Coppola	male	Mario Puzo&Francis Ford Coppola	male&male	The Godfather Part II	The Godfather Part II	tt0071562	Crime, Drama	96	9.0	English, Italian, Spanish, Latin, Sicilian	false	Al Pacino, Robert De Niro, Robert Duvall	202	R	United States	1974	false	true		30	"{""Title"":""The Godfather Part II"",""Year"":""1974"",""Rated"":""R"",""Released"":""18 Dec 1974"",""Runtime"":""202 min"",""Genre"":""Crime, Drama"",""Director"":""Francis Ford Coppola"",""Writer"":""Francis Ford Coppola, Mario Puzo"",""Actors"":""Al Pacino, Robert De Niro, Robert Duvall"",""Plot"":""The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate."",""Language"":""English, Italian, Spanish, Latin, Sicilian"",""Country"":""United States"",""Awards"":""Won 6 Oscars. 17 wins & 21 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""9.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""96%""},{""Source"":""Metacritic"",""Value"":""90/100""}],""Metascore"":""90"",""imdbRating"":""9.0"",""imdbVotes"":""1,265,087"",""imdbID"":""tt0071562"",""Type"":""movie"",""DVD"":""24 May 2005"",""BoxOffice"":""$47,834,595"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Chinatown	Q644987	Roman Polanski	male	Robert Towne&Roman Polanski	male&male	Chinatown	Chinatown	tt0071315	Drama, Mystery, Thriller	99	8.2	English, Cantonese, Spanish	false	Jack Nicholson, Faye Dunaway, John Huston	130	R	United States	1974	false	true		78	"{""Title"":""Chinatown"",""Year"":""1974"",""Rated"":""R"",""Released"":""20 Jun 1974"",""Runtime"":""130 min"",""Genre"":""Drama, Mystery, Thriller"",""Director"":""Roman Polanski"",""Writer"":""Robert Towne, Roman Polanski"",""Actors"":""Jack Nicholson, Faye Dunaway, John Huston"",""Plot"":""A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."",""Language"":""English, Cantonese, Spanish"",""Country"":""United States"",""Awards"":""Won 1 Oscar. 22 wins & 25 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.2/10""},{""Source"":""Rotten Tomatoes"",""Value"":""99%""},{""Source"":""Metacritic"",""Value"":""92/100""}],""Metascore"":""92"",""imdbRating"":""8.2"",""imdbVotes"":""327,246"",""imdbID"":""tt0071315"",""Type"":""movie"",""DVD"":""23 Nov 1999"",""BoxOffice"":""$29,200,000"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Barry Lyndon	Q471716	Stanley Kubrick	male	Stanley Kubrick	male	Barry Lyndon	Barry Lyndon	tt0072684	Adventure, Drama, War	89	8.1	English, German, French	false	Ryan O'Neal, Marisa Berenson, Patrick Magee	185	PG	United Kingdom, United States	1975	true	true	45	59	"{""Title"":""Barry Lyndon"",""Year"":""1975"",""Rated"":""PG"",""Released"":""18 Dec 1975"",""Runtime"":""185 min"",""Genre"":""Adventure, Drama, War"",""Director"":""Stanley Kubrick"",""Writer"":""Stanley Kubrick, William Makepeace Thackeray"",""Actors"":""Ryan O'Neal, Marisa Berenson, Patrick Magee"",""Plot"":""An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England."",""Language"":""English, German, French"",""Country"":""United Kingdom, United States"",""Awards"":""Won 4 Oscars. 19 wins & 15 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""89%""},{""Source"":""Metacritic"",""Value"":""89/100""}],""Metascore"":""89"",""imdbRating"":""8.1"",""imdbVotes"":""168,759"",""imdbID"":""tt0072684"",""Type"":""movie"",""DVD"":""18 Aug 2008"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles	Q1686012	Chantal Akerman	female	Chantal Akerman	female	Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles	Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles	tt0073198	Drama	97	7.7	French	false	Delphine Seyrig, Jan Decorte, Henri Storck	202	Not Rated	Belgium, France	1975	true	true	1	35	"{""Title"":""Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles"",""Year"":""1975"",""Rated"":""Not Rated"",""Released"":""21 Jan 1976"",""Runtime"":""202 min"",""Genre"":""Drama"",""Director"":""Chantal Akerman"",""Writer"":""Chantal Akerman"",""Actors"":""Delphine Seyrig, Jan Decorte, Henri Storck"",""Plot"":""A lonely widowed housewife does her daily chores, takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet. However, something happens that changes her safe routine."",""Language"":""French"",""Country"":""Belgium, France"",""Awards"":""2 wins"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMzdmYjM0YmUtNDc0Ny00ZjM5LWFjYzMtZWJmNDVkY2U4ZjA2XkEyXkFqcGdeQXVyODU1OTc0MzI@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.7/10""},{""Source"":""Rotten Tomatoes"",""Value"":""97%""}],""Metascore"":""N/A"",""imdbRating"":""7.7"",""imdbVotes"":""9,242"",""imdbID"":""tt0073198"",""Type"":""movie"",""DVD"":""25 Aug 2009"",""BoxOffice"":""$19,858"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Mirror	Q838149	Andrei Tarkovsky	male	Andrei Tarkovsky&Aleksandr Misharin	male&male	Зеркало	Mirror	tt0072443	Biography, Drama	100	8.0	Russian, Spanish	false	Margarita Terekhova, Filipp Yankovskiy, Ignat Daniltsev	107	Not Rated	Soviet Union	1975	true	true	31	19	"{""Title"":""Mirror"",""Year"":""1975"",""Rated"":""Not Rated"",""Released"":""07 Mar 1975"",""Runtime"":""107 min"",""Genre"":""Biography, Drama"",""Director"":""Andrei Tarkovsky"",""Writer"":""Aleksandr Misharin, Arseniy Tarkovskiy, Andrei Tarkovsky"",""Actors"":""Margarita Terekhova, Filipp Yankovskiy, Ignat Daniltsev"",""Plot"":""A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation."",""Language"":""Russian, Spanish"",""Country"":""Soviet Union"",""Awards"":""1 win & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BOGRiNDc0ZmMtZWVmNS00ZmRkLWEwNjQtODdmYTIyZGJjMjc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.0/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""},{""Source"":""Metacritic"",""Value"":""80/100""}],""Metascore"":""80"",""imdbRating"":""8.0"",""imdbVotes"":""47,287"",""imdbID"":""tt0072443"",""Type"":""movie"",""DVD"":""01 Mar 2007"",""BoxOffice"":""$22,168"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Nashville	Q1424258	Robert Altman	male	Joan Tewkesbury	female	Nashville	Nashville	tt0073440	Comedy, Drama, Music	91	7.7	English	false	Keith Carradine, Karen Black, Ronee Blakley	160	R	United States	1975	false	true		73	"{""Title"":""Nashville"",""Year"":""1975"",""Rated"":""R"",""Released"":""01 Jul 1975"",""Runtime"":""160 min"",""Genre"":""Comedy, Drama, Music"",""Director"":""Robert Altman"",""Writer"":""Joan Tewkesbury"",""Actors"":""Keith Carradine, Karen Black, Ronee Blakley"",""Plot"":""Over the course of a few hectic days, numerous interrelated people prepare for a political convention."",""Language"":""English"",""Country"":""United States"",""Awards"":""Won 1 Oscar. 24 wins & 26 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMDY0MzE3YWQtZTAzMS00ZmRlLWE3NzYtMjk0NDlkMmE4N2U2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.7/10""},{""Source"":""Rotten Tomatoes"",""Value"":""91%""},{""Source"":""Metacritic"",""Value"":""96/100""}],""Metascore"":""96"",""imdbRating"":""7.7"",""imdbVotes"":""26,701"",""imdbID"":""tt0073440"",""Type"":""movie"",""DVD"":""15 Aug 2000"",""BoxOffice"":""$9,984,123"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
News from Home	Q7019502	Chantal Akerman	female	Chantal Akerman	female	News from Home	News from Home	tt0076452	Documentary	100	7.4	French	false	Chantal Akerman	85	N/A	Belgium, France, West Germany	1976	true	false	52		"{""Title"":""News from Home"",""Year"":""1976"",""Rated"":""N/A"",""Released"":""08 Jun 1977"",""Runtime"":""85 min"",""Genre"":""Documentary"",""Director"":""Chantal Akerman"",""Writer"":""Chantal Akerman"",""Actors"":""Chantal Akerman"",""Plot"":""Impersonal but beautiful images of Akerman's life in New York are combined with letters from her loving but manipulative mother, read by Akerman herself."",""Language"":""French"",""Country"":""Belgium, France, West Germany"",""Awards"":""N/A"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZDE0YmE4OTEtMTVkNC00ZDg3LWEzYjAtN2NmY2ZhOGNiOWE3XkEyXkFqcGdeQXVyNjY5MDUyMjE@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.4/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""}],""Metascore"":""N/A"",""imdbRating"":""7.4"",""imdbVotes"":""1,993"",""imdbID"":""tt0076452"",""Type"":""movie"",""DVD"":""19 Jan 2010"",""BoxOffice"":""N/A"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Taxi Driver	Q47221	Martin Scorsese	male	Paul Schrader	male	Taxi Driver	Taxi Driver	tt0075314	Crime, Drama	96	8.2	English, Spanish	false	Robert De Niro, Jodie Foster, Cybill Shepherd	114	R	United States	1976	true	true	29	31	"{""Title"":""Taxi Driver"",""Year"":""1976"",""Rated"":""R"",""Released"":""09 Feb 1976"",""Runtime"":""114 min"",""Genre"":""Crime, Drama"",""Director"":""Martin Scorsese"",""Writer"":""Paul Schrader"",""Actors"":""Robert De Niro, Jodie Foster, Cybill Shepherd"",""Plot"":""A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."",""Language"":""English, Spanish"",""Country"":""United States"",""Awards"":""Nominated for 4 Oscars. 22 wins & 20 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.2/10""},{""Source"":""Rotten Tomatoes"",""Value"":""96%""},{""Source"":""Metacritic"",""Value"":""94/100""}],""Metascore"":""94"",""imdbRating"":""8.2"",""imdbVotes"":""829,151"",""imdbID"":""tt0075314"",""Type"":""movie"",""DVD"":""14 Aug 2007"",""BoxOffice"":""$28,262,574"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Killer of Sheep	Q1752684	Charles Burnett	male	Charles Burnett	male	Killer of Sheep	Killer of Sheep	tt0076263	Drama	98	7.2	English	false	Henry G. Sanders, Kaycee Moore, Charles Bracy	80	N/A	United States	1977	true	false	43		"{""Title"":""Killer of Sheep"",""Year"":""1978"",""Rated"":""N/A"",""Released"":""14 Nov 1978"",""Runtime"":""80 min"",""Genre"":""Drama"",""Director"":""Charles Burnett"",""Writer"":""Charles Burnett"",""Actors"":""Henry G. Sanders, Kaycee Moore, Charles Bracy"",""Plot"":""Set in the Watts area of Los Angeles, a slaughterhouse worker must suspend his emotions to continue working at a job he finds repugnant, and then he finds he has little sensitivity for the family he works so hard to support."",""Language"":""English"",""Country"":""United States"",""Awards"":""4 wins & 3 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMTYwNjI3Mzk3Ml5BMl5BanBnXkFtZTYwMDQ0NjY3._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""7.2/10""},{""Source"":""Rotten Tomatoes"",""Value"":""98%""},{""Source"":""Metacritic"",""Value"":""96/100""}],""Metascore"":""96"",""imdbRating"":""7.2"",""imdbVotes"":""6,835"",""imdbID"":""tt0076263"",""Type"":""movie"",""DVD"":""15 Sep 2009"",""BoxOffice"":""$404,508"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Apocalypse Now	Q182692	Francis Ford Coppola	male	Francis Ford Coppola&Michael Herr&John Milius	male&male&male	Apocalypse Now	Apocalypse Now	tt0078788	Drama, Mystery, War	98	8.5	English, French, Vietnamese	false	Martin Sheen, Marlon Brando, Robert Duvall	147	R	United States	1979	true	true	19	14	"{""Title"":""Apocalypse Now"",""Year"":""1979"",""Rated"":""R"",""Released"":""15 Aug 1979"",""Runtime"":""147 min"",""Genre"":""Drama, Mystery, War"",""Director"":""Francis Ford Coppola"",""Writer"":""John Milius, Francis Ford Coppola, Michael Herr"",""Actors"":""Martin Sheen, Marlon Brando, Robert Duvall"",""Plot"":""A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god."",""Language"":""English, French, Vietnamese"",""Country"":""United States"",""Awards"":""Won 2 Oscars. 21 wins & 33 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.5/10""},{""Source"":""Rotten Tomatoes"",""Value"":""98%""},{""Source"":""Metacritic"",""Value"":""94/100""}],""Metascore"":""94"",""imdbRating"":""8.5"",""imdbVotes"":""666,279"",""imdbID"":""tt0078788"",""Type"":""movie"",""DVD"":""18 May 2010"",""BoxOffice"":""$96,041,782"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Stalker	Q200437	Andrei Tarkovsky	male	Andrei Tarkovsky&Arkady Strugatsky&Boris Strugatsky	male&male&male	Сталкер	Stalker	tt0079944	Drama, Sci-Fi	100	8.1	Russian	false	Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn	162	Not Rated	Soviet Union	1979	true	true	43	29	"{""Title"":""Stalker"",""Year"":""1979"",""Rated"":""Not Rated"",""Released"":""17 Apr 1980"",""Runtime"":""162 min"",""Genre"":""Drama, Sci-Fi"",""Director"":""Andrei Tarkovsky"",""Writer"":""Arkadiy Strugatskiy, Boris Strugatskiy, Andrei Tarkovsky"",""Actors"":""Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn"",""Plot"":""A guide leads two men through an area known as the Zone to find a room that grants wishes."",""Language"":""Russian"",""Country"":""Soviet Union"",""Awards"":""2 wins & 2 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""100%""}],""Metascore"":""N/A"",""imdbRating"":""8.1"",""imdbVotes"":""134,887"",""imdbID"":""tt0079944"",""Type"":""movie"",""DVD"":""19 Jun 2001"",""BoxOffice"":""$292,049"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
The Shining	Q186341	Stanley Kubrick	male	Diane Johnson&Stanley Kubrick&Stephen King	female&male&male	The Shining	The Shining	tt0081505	Drama, Horror	82	8.4	English	false	Jack Nicholson, Shelley Duvall, Danny Lloyd	146	R	United Kingdom, United States	1980	true	false	88		"{""Title"":""The Shining"",""Year"":""1980"",""Rated"":""R"",""Released"":""13 Jun 1980"",""Runtime"":""146 min"",""Genre"":""Drama, Horror"",""Director"":""Stanley Kubrick"",""Writer"":""Stephen King, Stanley Kubrick, Diane Johnson"",""Actors"":""Jack Nicholson, Shelley Duvall, Danny Lloyd"",""Plot"":""A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."",""Language"":""English"",""Country"":""United Kingdom, United States"",""Awards"":""4 wins & 8 nominations"",""Poster"":""https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.4/10""},{""Source"":""Rotten Tomatoes"",""Value"":""82%""},{""Source"":""Metacritic"",""Value"":""66/100""}],""Metascore"":""66"",""imdbRating"":""8.4"",""imdbVotes"":""1,017,226"",""imdbID"":""tt0081505"",""Type"":""movie"",""DVD"":""23 Oct 2007"",""BoxOffice"":""$45,634,352"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Raging Bull	Q220780	Martin Scorsese	male	Paul Schrader&Mardik Martin	male&male	Raging Bull	Raging Bull	tt0081398	Biography, Drama, Sport	94	8.2	English	false	Robert De Niro, Cathy Moriarty, Joe Pesci	129	R	United States	1980	false	true		53	"{""Title"":""Raging Bull"",""Year"":""1980"",""Rated"":""R"",""Released"":""19 Dec 1980"",""Runtime"":""129 min"",""Genre"":""Biography, Drama, Sport"",""Director"":""Martin Scorsese"",""Writer"":""Jake LaMotta, Joseph Carter, Peter Savage"",""Actors"":""Robert De Niro, Cathy Moriarty, Joe Pesci"",""Plot"":""The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it."",""Language"":""English"",""Country"":""United States"",""Awards"":""Won 2 Oscars. 24 wins & 28 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.2/10""},{""Source"":""Rotten Tomatoes"",""Value"":""94%""},{""Source"":""Metacritic"",""Value"":""89/100""}],""Metascore"":""89"",""imdbRating"":""8.2"",""imdbVotes"":""354,225"",""imdbID"":""tt0081398"",""Type"":""movie"",""DVD"":""08 Feb 2005"",""BoxOffice"":""$23,383,987"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
Blade Runner	Q184843	Ridley Scott	male	Hampton Fancher&David Peoples	male&male	Blade Runner	Blade Runner	tt0083658	Action, Drama, Sci-Fi	89	8.1	English, German, Cantonese, Japanese, Hungarian, Arabic, Korean	false	Harrison Ford, Rutger Hauer, Sean Young	117	R	United States	1982	true	true	54	69	"{""Title"":""Blade Runner"",""Year"":""1982"",""Rated"":""R"",""Released"":""25 Jun 1982"",""Runtime"":""117 min"",""Genre"":""Action, Drama, Sci-Fi"",""Director"":""Ridley Scott"",""Writer"":""Hampton Fancher, David Webb Peoples, Philip K. Dick"",""Actors"":""Harrison Ford, Rutger Hauer, Sean Young"",""Plot"":""A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator."",""Language"":""English, German, Cantonese, Japanese, Hungarian, Arabic, Korean"",""Country"":""United States"",""Awards"":""Nominated for 2 Oscars. 13 wins & 19 nominations total"",""Poster"":""https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg"",""Ratings"":[{""Source"":""Internet Movie Database"",""Value"":""8.1/10""},{""Source"":""Rotten Tomatoes"",""Value"":""89%""},{""Source"":""Metacritic"",""Value"":""84/100""}],""Metascore"":""84"",""imdbRating"":""8.1"",""imdbVotes"":""768,236"",""imdbID"":""tt0083658"",""Type"":""movie"",""DVD"":""30 Oct 2001"",""BoxOffice"":""$32,914,489"",""Production"":""N/A"",""Website"":""N/A"",""Response"":""True""}"
